No.,ID,MT,W,D
1,3.5849625007211565,0.8146631717681885,160,960
2,3.0,0.7733228206634521,100,430
3,1.5849625007211563,0.7666058540344238,120,210
4,2.584962500721156,0.7154049873352051,140,430
5,3.0,0.7279329299926758,180,760
6,3.5849625007211565,0.7311801910400391,120,750
7,2.584962500721156,0.6274831295013428,180,550
8,3.5849625007211565,0.8295462131500244,140,860
9,3.700439718141092,0.9045140743255615,120,830
10,8.247927513443585,1.7513890266418457,5,762
11,7.754887502163469,1.3447108268737793,5,542
12,5.672425341971496,1.0775480270385742,20,512
13,7.357552004618085,1.139235019683838,5,412
14,2.807354922057604,0.6925981044769287,160,582
15,5.614709844115208,0.8551909923553467,20,490
16,2.0,0.5777339935302734,160,390
17,6.807354922057604,2.1316330432891846,5,282
18,6.930737337562887,1.4678840637207031,5,305
19,2.321928094887362,0.6521751880645752,140,373
20,3.0,0.6675009727478027,160,650
21,2.0,0.6134800910949707,140,300
22,4.169925001442312,0.6525821685791016,20,180
23,2.321928094887362,0.6769468784332275,140,380
24,2.584962500721156,0.5865709781646729,100,320
25,1.5849625007211563,0.5599780082702637,200,350
26,3.1699250014423126,0.9113390445709229,180,890
27,5.643856189774724,0.9061839580535889,40,1010
28,4.0,0.9438040256500244,120,980
29,3.5849625007211565,0.7342138290405273,120,720
30,3.8073549220576037,0.7006371021270752,40,280
31,3.9068905956085187,0.873103141784668,120,910
32,2.807354922057604,0.8385348320007324,140,530
33,2.584962500721156,0.8078439235687256,200,670
34,4.754887502163469,0.8212549686431885,60,830
35,3.0,0.8321981430053711,140,600
36,2.321928094887362,0.5850811004638672,120,330
37,3.0,0.7258598804473877,100,410
38,4.0,0.8524651527404785,100,800
39,2.584962500721156,0.5943210124969482,200,650
40,2.321928094887362,0.7181820869445801,100,250
41,3.0,0.9601740837097168,180,750
42,3.5849625007211565,0.9515678882598877,100,640
43,3.1699250014423126,0.8306970596313477,160,730
44,4.807354922057604,0.8228168487548828,80,1120
45,4.247927513443585,0.8964991569519043,100,990
46,3.3219280948873626,0.847883939743042,180,940
47,4.169925001442312,0.9031641483306885,80,730
48,2.321928094887362,0.6175718307495117,200,540
49,7.906890595608519,1.5559170246124268,5,602
50,3.700439718141092,0.6848528385162354,100,652
51,3.1699250014423126,0.643280029296875,120,540
52,2.807354922057604,0.6585850715637207,200,760
53,7.912889336229962,1.2447178363800049,5,603
54,3.8073549220576037,0.8733639717102051,60,433
55,2.807354922057604,0.8215529918670654,40,150
56,2.0,0.8305089473724365,200,420
57,3.0,0.8167879581451416,200,800
58,3.4594316186372978,0.853726863861084,120,660
59,2.321928094887362,0.7569751739501953,180,450
60,3.3219280948873626,0.6602969169616699,60,320
61,3.0,0.9194037914276123,80,343
62,3.9068905956085187,0.7004721164703369,60,470
63,7.426264754702098,1.100633144378662,5,432
64,3.4594316186372978,0.6516890525817871,60,332
65,3.4594316186372978,0.7079322338104248,80,470
66,4.169925001442312,0.8630468845367432,40,360
67,2.584962500721156,0.9126560688018799,160,500
68,8.46352437327118,1.3651010990142822,5,883
69,5.930737337562887,1.2230849266052246,20,613
70,2.584962500721156,0.8975701332092285,160,490
71,3.4594316186372978,0.7081179618835449,180,1040
72,3.3219280948873626,0.8395709991455078,200,1090
73,4.08746284125034,0.6573379039764404,100,850
74,4.523561956057013,0.7995641231536865,40,470
75,3.9068905956085187,0.9025461673736572,100,770
76,3.4594316186372978,0.7421278953552246,180,1040
77,5.129283016944966,0.9451229572296143,40,710
78,2.0,0.6595268249511719,180,410
79,3.9068905956085187,0.8224070072174072,80,630
80,3.9068905956085187,0.7892768383026123,120,900
81,3.8073549220576037,0.7895529270172119,120,860
82,3.1699250014423126,0.6668839454650879,200,960
83,4.392317422778761,0.9134910106658936,100,1050
84,3.3219280948873626,0.7637279033660889,140,720
85,3.3219280948873626,0.8880050182342529,60,300
86,2.584962500721156,0.7325079441070557,160,510
87,3.9068905956085187,0.9617409706115723,120,940
88,5.459431618637297,0.970163106918335,40,880
89,4.08746284125034,1.0418221950531006,40,340
90,3.9068905956085187,0.6994478702545166,60,450
91,3.1699250014423126,0.8963580131530762,160,740
92,3.3219280948873626,1.2133219242095947,160,860
93,3.5849625007211565,1.083022117614746,140,850
94,7.219168520462162,1.5718388557434082,5,373
95,0.0,0.6681079864501953,180,93
96,5.643856189774724,1.0182130336761475,20,500
97,3.9068905956085187,2.0354909896850586,100,760
98,2.0,0.8071799278259277,180,440
99,2.0,1.4244310855865479,200,490
100,4.954196310386876,1.2799501419067383,60,930
101,2.584962500721156,0.9206891059875488,200,610
102,2.584962500721156,0.620495080947876,160,480
103,2.584962500721156,0.600438117980957,180,570
104,2.807354922057604,0.7651691436767578,200,790
105,3.0,0.7673420906066895,160,680
106,2.584962500721156,0.7165539264678955,180,570
107,4.584962500721157,0.8054249286651611,60,720
108,4.643856189774724,0.7863287925720215,60,760
109,4.643856189774724,0.8111109733581543,60,760
110,4.584962500721157,0.8540852069854736,80,970
111,7.4346282276367255,2.2318320274353027,5,433
112,3.4594316186372978,0.9121081829071045,60,333
113,3.700439718141092,0.7555510997772217,100,680
114,2.584962500721156,0.6449451446533203,180,540
115,7.622051819456376,1.4246900081634521,5,493
116,2.807354922057604,0.643704891204834,180,693
117,5.321928094887363,1.114393949508667,20,400
118,4.0,1.296558141708374,40,330
119,2.321928094887362,0.6253080368041992,180,510
120,8.303780748177104,1.752824068069458,5,792
121,4.392317422778761,0.7839429378509521,40,430
122,3.5849625007211565,0.5436091423034668,40,240
123,3.8073549220576037,0.8405468463897705,80,560
124,7.467605550082998,1.3387119770050049,5,443
125,3.700439718141092,1.0106799602508545,80,543
126,8.214319120800766,1.1079659461975098,5,743
127,3.0,0.7084879875183105,200,803
128,2.807354922057604,0.585521936416626,180,690
129,2.0,0.4966158866882324,160,370
130,3.3219280948873626,0.7421438694000244,160,860
131,4.954196310386876,1.0734918117523193,20,313
132,2.321928094887362,0.7666258811950684,180,500
133,3.3219280948873626,0.9045660495758057,120,650
134,3.4594316186372978,0.9131340980529785,160,940
135,8.459431618637296,1.3575940132141113,5,882
136,4.954196310386876,0.6852090358734131,40,622
137,8.169925001442312,1.4744319915771484,5,722
138,3.5849625007211565,0.6517269611358643,140,872
139,4.321928094887363,0.9351801872253418,60,600
140,2.807354922057604,0.5876579284667969,100,380
141,3.3219280948873626,0.7422399520874023,60,300
142,2.584962500721156,0.8294680118560791,80,270
143,3.1699250014423126,0.7897589206695557,80,380
144,1.5849625007211563,0.553062915802002,140,210
145,2.321928094887362,0.7682230472564697,160,450
146,2.807354922057604,0.7725310325622559,200,780
147,5.523561956057013,1.2315359115600586,40,920
148,3.9068905956085187,0.8136289119720459,140,1090
149,4.906890595608519,0.9186980724334717,60,900
150,4.0,0.857191801071167,80,670
151,3.5849625007211565,0.6374170780181885,120,730
152,2.807354922057604,1.0888409614562988,80,300
153,2.321928094887362,0.592926025390625,120,300
154,3.1699250014423126,1.081383228302002,160,740
155,4.08746284125034,0.8794240951538086,60,510
156,5.754887502163469,1.1724541187286377,20,540
157,3.3219280948873626,0.96346116065979,180,900
158,3.0,0.835853099822998,180,780
159,5.321928094887363,0.9820599555969238,40,810
160,4.0,0.887854814529419,120,980
161,2.807354922057604,0.5535888671875,60,220
162,1.0,0.7585170269012451,60,60
163,3.5849625007211565,0.7744920253753662,40,250
164,2.584962500721156,0.5854129791259766,120,380
165,2.321928094887362,0.610994815826416,180,450
166,4.08746284125034,0.7663850784301758,60,520
167,3.1699250014423126,0.5931599140167236,80,370
168,1.5849625007211563,0.5296351909637451,180,330
169,5.643856189774724,0.7421889305114746,20,500
170,3.700439718141092,0.8533978462219238,80,550
171,1.5849625007211563,0.48096203804016113,180,350
172,4.321928094887363,0.8786890506744385,60,620
173,3.4594316186372978,0.7005510330200195,100,580
174,3.0,0.8728320598602295,140,620
175,4.643856189774724,0.9671199321746826,80,1010
176,5.0,1.4589099884033203,60,970
177,3.3219280948873626,0.8782339096069336,200,1030
178,6.6582114827517955,1.4111459255218506,20,1010
179,6.169925001442312,1.2939507961273193,20,720
180,4.0,0.8144841194152832,40,330
181,6.507794640198696,1.1624081134796143,20,910
182,4.584962500721157,0.8636040687561035,60,740
183,5.08746284125034,0.9537200927734375,20,340
184,3.4594316186372978,0.7500350475311279,40,230
185,4.169925001442312,0.8955540657043457,60,550
186,3.8073549220576037,0.8873109817504883,120,890
187,3.3219280948873626,0.7398478984832764,200,1060
188,3.700439718141092,0.7902021408081055,100,650
189,2.584962500721156,0.9951210021972656,200,650
190,2.807354922057604,0.7888040542602539,180,690
191,5.08746284125034,0.7989528179168701,40,680
192,3.4594316186372978,0.7870168685913086,120,680
193,8.247927513443585,1.3837318420410156,5,762
194,3.5849625007211565,1.10532808303833,120,762
195,3.0,0.7068870067596436,180,750
196,3.3219280948873626,0.5953547954559326,140,760
197,3.0,0.7571101188659668,200,870
198,4.584962500721157,0.9038140773773193,60,730
199,2.807354922057604,0.8844070434570312,200,730
200,4.954196310386876,0.775111198425293,40,620
201,6.569855608330948,1.219620943069458,20,950
202,6.523561956057013,1.4739270210266113,20,920
203,3.1699250014423126,0.9750010967254639,160,790
204,3.3219280948873626,0.812769889831543,120,640
205,5.554588851677638,1.4659559726715088,20,470
206,1.0,0.5214769840240479,120,170
207,5.20945336562895,1.4820120334625244,20,370
208,4.584962500721157,1.0530450344085693,60,740
209,5.20945336562895,1.3126850128173828,40,750
210,2.807354922057604,0.9391579627990723,180,710
211,3.1699250014423126,0.8373908996582031,200,970
212,4.392317422778761,0.7986578941345215,60,630
213,2.0,0.5849390029907227,140,300
214,8.071462362556625,1.4252469539642334,5,673
215,3.700439718141092,1.044287919998169,160,1083
216,3.3219280948873626,0.559689998626709,120,640
217,2.321928094887362,0.5539040565490723,120,320
218,3.0,0.8070127964019775,200,860
219,8.321928094887362,1.0743658542633057,5,802
220,6.930737337562887,1.373934030532837,5,305
221,3.0,0.5541369915008545,100,430
222,5.426264754702098,1.3275671005249023,40,870
223,6.539158811108032,1.181359052658081,20,930
224,3.1699250014423126,0.9696810245513916,160,790
225,4.321928094887363,0.7181949615478516,40,400
226,0.0,0.42859697341918945,160,100
227,2.0,0.5727138519287109,180,370
228,3.3219280948873626,0.8120379447937012,60,320
229,2.321928094887362,0.6371991634368896,140,400
230,2.584962500721156,0.5686249732971191,140,440
231,6.965784284662088,1.216221809387207,5,313
232,3.1699250014423126,0.8712611198425293,140,673
233,3.0,0.7959041595458984,100,420
234,0.0,0.5132150650024414,140,120
235,4.857980995127573,0.9132108688354492,40,590
236,3.3219280948873626,0.8055071830749512,200,1020
237,3.700439718141092,0.8151929378509521,140,970
238,2.321928094887362,0.6266930103302002,200,570
239,4.700439718141093,1.311065912246704,40,520
240,7.700439718141093,1.3843400478363037,5,522
241,4.754887502163469,0.76409912109375,40,540
242,4.459431618637297,0.6103699207305908,40,440
243,3.0,1.4576311111450195,140,590
244,7.8392037880969445,1.4251749515533447,5,573
245,2.807354922057604,0.7899720668792725,200,703
246,3.5849625007211565,1.0018150806427002,140,870
247,3.1699250014423126,0.8243579864501953,180,860
248,5.08746284125034,1.0730869770050049,60,1020
249,8.686500527183219,1.6151149272918701,5,1032
250,3.1699250014423126,1.0421340465545654,140,672
251,4.08746284125034,0.8799178600311279,100,852
252,3.1699250014423126,0.5931978225708008,160,730
253,5.129283016944966,1.0193078517913818,40,700
254,3.8073549220576037,0.9090681076049805,120,880
255,4.523561956057013,0.8211629390716553,60,690
256,5.20945336562895,0.906181812286377,40,750
257,4.584962500721157,0.8899540901184082,80,960
258,4.247927513443585,0.8313319683074951,60,570
259,1.0,0.5456531047821045,60,60
260,5.459431618637297,1.2382550239562988,20,440
261,4.0,0.7642009258270264,60,500
262,6.0,1.1648080348968506,20,640
263,4.392317422778761,1.400629997253418,40,430
264,3.1699250014423126,0.7597029209136963,80,360
265,5.491853096329675,0.8951570987701416,20,450
266,6.409390936137703,1.2209601402282715,5,213
267,4.954196310386876,0.9452958106994629,40,623
268,3.4594316186372978,0.6916630268096924,120,680
269,2.321928094887362,0.5388979911804199,160,440
270,8.092757140919852,1.246279001235962,5,683
271,8.022367813028454,1.4243359565734863,5,652
272,3.700439718141092,0.9036808013916016,100,652
273,2.0,0.6918108463287354,160,330
274,2.321928094887362,0.7584419250488281,160,460
275,4.754887502163469,1.6204140186309814,60,810
276,3.700439718141092,1.1264970302581787,120,790
277,3.5849625007211565,1.497607946395874,100,610
278,4.459431618637297,1.1234960556030273,80,890
279,7.754887502163469,1.882370948791504,5,542
280,0.0,0.8607749938964844,20,12
281,2.807354922057604,1.0916450023651123,180,630
282,2.584962500721156,1.0753858089447021,140,460
283,2.0,0.8720440864562988,40,90
284,1.0,0.8312609195709229,180,210
285,3.0,1.01043701171875,180,780
286,6.491853096329675,1.9046239852905273,20,900
287,3.0,0.9206099510192871,80,350
288,5.807354922057605,1.255504846572876,5,142
289,2.584962500721156,1.0997519493103027,140,472
290,3.3219280948873626,1.317868947982788,180,960
291,2.807354922057604,1.0882759094238281,200,790
292,3.700439718141092,0.9114599227905273,80,540
293,3.5849625007211565,0.8483870029449463,80,480
294,2.0,0.9438660144805908,180,430
295,3.8073549220576037,0.9367051124572754,60,420
296,2.321928094887362,0.7811870574951172,160,410
297,2.0,0.7333588600158691,160,360
298,1.5849625007211563,0.7818050384521484,180,270
299,1.0,0.5785300731658936,160,170
300,2.0,0.9112269878387451,120,240
301,7.285402218862249,1.6853950023651123,5,392
302,4.584962500721157,1.4156270027160645,60,732
303,2.584962500721156,1.2057380676269531,200,630
304,7.330916878114618,1.392836093902588,5,403
305,2.584962500721156,0.7673048973083496,140,473
306,4.584962500721157,1.131864070892334,40,490
307,5.977279923499917,1.4973831176757812,20,630
308,3.1699250014423126,0.9934041500091553,120,570
309,4.247927513443585,0.8385391235351562,40,380
310,2.321928094887362,0.741811990737915,160,400
311,3.5849625007211565,1.2152900695800781,180,1100
312,6.643856189774725,1.384422779083252,20,1000
313,3.1699250014423126,1.4421308040618896,160,790
314,4.08746284125034,1.4748270511627197,60,510
315,4.459431618637297,1.1468520164489746,60,660
316,4.643856189774724,1.353058099746704,60,760
317,4.754887502163469,1.0340979099273682,40,550
318,3.5849625007211565,1.273087978363037,140,890
319,3.1699250014423126,0.9593410491943359,200,970
320,6.339850002884625,1.7762291431427002,20,810
